city,cloudiness,country,date,humidity,lat,lon,main_temp,max_temp,pressure,timezone,visibility,wind.deg,wind_speed
Atambua,84.0,ID,1603590191.0,48.0,-9.11,124.89,32.26,32.26,1011.0,28800.0,10000.0,340.0,2.22
Kaitangata,100.0,NZ,1603590143.0,61.0,-46.28,169.85,19.24,19.24,1007.0,46800.0,10000.0,331.0,3.93
Arawa,59.0,PG,1603590191.0,68.0,-6.21,155.54,30.21,30.21,1009.0,39600.0,10000.0,99.0,1.98
Socastee,1.0,US,1603589975.0,94.0,33.68,-79.0,21.67,23.0,1015.0,-14400.0,10000.0,110.0,1.5
Chigorodó,97.0,CO,1603590192.0,93.0,7.67,-76.68,22.82,22.82,1012.0,-18000.0,10000.0,177.0,2.31
Kloulklubed,75.0,PW,1603590192.0,74.0,7.04,134.26,30.0,30.0,1012.0,32400.0,10000.0,170.0,2.6
Ahipara,45.0,NZ,1603590192.0,64.0,-35.17,173.17,20.12,20.12,1024.0,46800.0,10000.0,19.0,3.06
Lázaro Cárdenas,3.0,MX,1603590192.0,89.0,17.96,-102.2,27.3,27.3,1011.0,-18000.0,10000.0,284.0,2.59
Raghunathpur,0.0,IN,1603590192.0,56.0,23.55,86.67,24.49,24.49,1012.0,19800.0,10000.0,278.0,1.99
Alice,1.0,US,1603590193.0,68.0,27.75,-98.07,19.55,21.0,1014.0,-18000.0,10000.0,90.0,2.1
Antibes,20.0,FR,1603590193.0,87.0,43.56,7.13,12.41,13.33,1016.0,3600.0,10000.0,340.0,4.1
Hobyo,98.0,SO,1603590020.0,80.0,5.35,48.53,26.19,26.19,1010.0,10800.0,10000.0,217.0,1.78
Saint-Paul,0.0,RE,1603590193.0,56.0,-21.01,55.27,18.26,22.0,1016.0,14400.0,10000.0,130.0,7.2
Ixtapa,90.0,MX,1603590173.0,79.0,20.7,-105.2,30.0,30.0,1010.0,-18000.0,10000.0,150.0,2.1
Kidal,0.0,ML,1603590194.0,17.0,18.44,1.41,24.68,24.68,1014.0,0.0,10000.0,68.0,4.16
Tomé,75.0,CL,1603590194.0,93.0,-36.62,-72.95,11.0,11.0,1021.0,-10800.0,10000.0,0.0,1.0
Sola,3.0,VU,1603590194.0,80.0,-13.88,167.55,26.98,26.98,1010.0,39600.0,10000.0,117.0,6.81
Valle Hermoso,90.0,MX,1603590194.0,83.0,25.67,-97.83,21.51,22.0,1015.0,-18000.0,10000.0,50.0,4.6
Cabadiangan,100.0,PH,1603590194.0,79.0,9.75,122.47,27.52,27.52,1009.0,28800.0,10000.0,253.0,4.57
Staraya Poltavka,100.0,RU,1603590194.0,81.0,50.48,46.48,13.12,13.12,1010.0,14400.0,10000.0,227.0,1.25
Tarauacá,85.0,BR,1603590195.0,65.0,-8.16,-70.77,27.41,27.41,1009.0,-18000.0,10000.0,350.0,1.46
Cairns,4.0,AU,1603589957.0,58.0,-16.92,145.77,29.79,30.56,1012.0,36000.0,10000.0,10.0,3.6
Lerwick,6.0,GB,1603590195.0,81.0,60.15,-1.15,10.0,10.0,982.0,0.0,10000.0,190.0,6.2
Riyadh,0.0,SA,1603590023.0,35.0,24.69,46.72,15.0,15.0,1017.0,10800.0,10000.0,80.0,1.05
Aranos,100.0,NA,1603590196.0,23.0,-24.13,19.12,24.86,24.86,1011.0,7200.0,10000.0,32.0,3.1
Kjøllefjord,100.0,NO,1603590197.0,85.0,70.95,27.35,2.12,2.12,1005.0,3600.0,10000.0,84.0,4.38
Dekar,16.0,BW,1603590197.0,29.0,-21.53,21.93,22.64,22.64,1011.0,7200.0,10000.0,31.0,2.94
Cayenne,0.0,GF,1603590197.0,83.0,4.93,-52.33,27.0,27.0,1011.0,-10800.0,10000.0,100.0,1.0
Abu Dhabi,0.0,AE,1603590086.0,36.0,24.47,54.37,25.13,26.0,1012.0,14400.0,10000.0,70.0,3.1
Casablanca,40.0,MA,1603590197.0,100.0,33.59,-7.62,16.47,18.89,1025.0,3600.0,10000.0,60.0,2.1
Qaqortoq,100.0,GL,1603590198.0,68.0,60.72,-46.03,-3.0,-3.0,1008.0,-10800.0,10000.0,0.0,0.5
Port Blair,67.0,IN,1603590198.0,72.0,11.67,92.75,28.37,28.37,1011.0,19800.0,10000.0,256.0,0.26
Batagay-Alyta,100.0,RU,1603590030.0,87.0,67.8,130.41,-10.76,-10.76,1021.0,32400.0,10000.0,206.0,2.16
Kahului,40.0,US,1603589911.0,49.0,20.89,-156.47,28.1,33.0,1012.0,-36000.0,10000.0,40.0,6.2
Waingapu,100.0,ID,1603590198.0,56.0,-9.66,120.26,30.83,30.83,1012.0,28800.0,10000.0,59.0,2.87
Hong Kong,99.0,HK,1603589969.0,65.0,22.29,114.16,22.49,24.44,1016.0,28800.0,10000.0,61.0,2.68
Švenčionys,58.0,LT,1603590199.0,94.0,55.15,26.17,8.29,8.29,1012.0,7200.0,10000.0,260.0,3.44
Vinh Yen,75.0,VN,1603590199.0,77.0,21.31,105.6,21.0,21.0,1015.0,25200.0,6000.0,310.0,2.6
Mīzan Teferī,0.0,ET,1603590199.0,83.0,6.98,35.58,16.24,16.24,1011.0,10800.0,10000.0,88.0,1.44
Longyearbyen,75.0,SJ,1603590199.0,79.0,78.22,15.64,-6.0,-6.0,1014.0,3600.0,10000.0,0.0,0.5
Dandong,100.0,CN,1603590199.0,45.0,40.13,124.39,11.11,11.11,1020.0,28800.0,10000.0,71.0,1.28
Khovd,0.0,MN,1603590200.0,69.0,48.01,91.64,-0.72,-0.72,1032.0,25200.0,10000.0,250.0,2.37
Kologriv,54.0,RU,1603590200.0,97.0,58.83,44.32,-0.34,-0.34,1008.0,10800.0,10000.0,229.0,1.58
Vardø,100.0,NO,1603589904.0,74.0,70.37,31.11,3.93,3.93,1004.0,3600.0,10000.0,77.0,8.21
Gravdal,22.0,NO,1603590200.0,76.0,68.12,13.5,4.43,4.43,1001.0,3600.0,10000.0,84.0,6.55
San Juan,0.0,AR,1603590103.0,46.0,-31.54,-68.54,23.55,23.55,1007.0,-10800.0,10000.0,185.0,2.37
Marzuq,0.0,YE,1603590163.0,31.0,14.4,46.47,15.68,15.68,1014.0,10800.0,10000.0,300.0,1.11
Fallon,20.0,US,1603590201.0,19.0,39.47,-118.78,18.16,20.0,1011.0,-25200.0,10000.0,355.0,0.28
Shitanjing,100.0,CN,1603590201.0,44.0,39.23,106.34,10.98,10.98,1020.0,28800.0,10000.0,261.0,1.38
Sālūr,13.0,IN,1603590201.0,62.0,18.53,83.22,25.28,25.28,1012.0,19800.0,10000.0,299.0,1.22
Forécariah,47.0,GN,1603590201.0,91.0,9.43,-13.09,23.91,23.91,1011.0,0.0,10000.0,330.0,0.91
Meulaboh,100.0,ID,1603590201.0,94.0,4.14,96.13,23.48,23.48,1015.0,25200.0,10000.0,75.0,2.96
Porto-Novo,20.0,BJ,1603590076.0,88.0,6.5,2.6,27.0,27.0,1010.0,3600.0,10000.0,230.0,5.1
Palmer,10.0,US,1603589925.0,74.0,42.16,-72.33,10.0,10.56,1014.0,-14400.0,10000.0,328.0,0.45
Hamilton,40.0,US,1603590202.0,75.0,39.18,-84.53,7.49,8.33,1021.0,-14400.0,10000.0,40.0,2.6
Djibouti,20.0,DJ,1603590203.0,78.0,11.5,42.5,27.0,27.0,1010.0,10800.0,6000.0,88.0,5.5
Laas,5.0,IT,1603589989.0,93.0,46.62,10.7,6.2,8.33,1017.0,3600.0,10000.0,20.0,1.5
Ponta Delgada,75.0,PT,1603590203.0,93.0,37.73,-25.67,18.0,18.0,1025.0,-3600.0,10000.0,320.0,1.5
Evensk,100.0,RU,1603590204.0,84.0,61.95,159.23,1.62,1.62,1015.0,39600.0,10000.0,33.0,5.33
Quelimane,0.0,MZ,1603590204.0,88.0,-17.88,36.89,23.0,23.0,1012.0,7200.0,10000.0,60.0,2.6
Karabük,0.0,TR,1603590204.0,35.0,41.2,32.63,17.15,17.15,1016.0,10800.0,10000.0,126.0,1.22
San Andrés,90.0,CO,1603590204.0,88.0,12.58,-81.7,27.0,27.0,1009.0,-18000.0,10000.0,130.0,2.6
Oktyabr'skoye,93.0,RU,1603590204.0,80.0,43.06,44.74,4.0,4.0,1018.0,10800.0,10000.0,110.0,3.0
Tarko-Sale,78.0,RU,1603590205.0,96.0,64.92,77.78,-10.82,-10.82,1020.0,18000.0,10000.0,183.0,4.18
Santa Isabel Rio Negro,98.0,BR,1603590205.0,96.0,-0.41,-65.02,23.52,23.52,1009.0,-14400.0,10000.0,209.0,0.71
Egvekinot,8.0,RU,1603590205.0,96.0,66.32,-179.17,-4.49,-4.49,1019.0,43200.0,10000.0,6.0,3.06
Rogovatoye,93.0,RU,1603590205.0,90.0,51.23,38.38,11.11,11.11,1008.0,10800.0,10000.0,252.0,5.24
Aden,0.0,YE,1603590072.0,64.0,12.78,45.04,28.2,28.2,1011.0,10800.0,10000.0,74.0,5.62
Zhigansk,100.0,RU,1603590205.0,97.0,66.77,123.37,-6.4,-6.4,1020.0,32400.0,158.0,191.0,9.17
Saint-Pierre,0.0,RE,1603590206.0,49.0,-21.34,55.48,17.75,20.0,1017.0,14400.0,10000.0,50.0,3.1
Saint Anthony,1.0,US,1603590206.0,54.0,45.02,-93.22,-2.66,-1.0,1026.0,-18000.0,10000.0,10.0,1.5
Lubumbashi,79.0,CD,1603590206.0,43.0,-11.66,27.48,17.01,17.01,1011.0,7200.0,10000.0,133.0,1.29
Togur,28.0,RU,1603590206.0,96.0,58.36,82.83,-6.83,-6.83,1027.0,25200.0,10000.0,185.0,2.9
Roswell,90.0,US,1603590139.0,100.0,34.02,-84.36,18.28,18.89,1015.0,-14400.0,6437.0,41.0,2.43
Dingle,100.0,PH,1603590206.0,78.0,11.0,122.67,27.98,27.98,1009.0,28800.0,10000.0,206.0,1.37
Srandakan,62.0,ID,1603590207.0,75.0,-7.94,110.25,28.15,28.15,1013.0,25200.0,8272.0,157.0,4.03
Abay,20.0,KZ,1603590207.0,43.0,49.63,72.85,1.0,1.0,1024.0,21600.0,10000.0,200.0,8.0
Fukuechō,20.0,JP,1603590207.0,63.0,32.69,128.84,18.0,18.0,1020.0,32400.0,10000.0,330.0,5.1
Birin,59.0,NP,1603590207.0,100.0,26.89,88.07,16.21,16.21,1014.0,20700.0,10000.0,219.0,0.26
Verkhnevilyuysk,90.0,RU,1603590207.0,93.0,63.45,120.32,-3.34,-3.34,1021.0,32400.0,10000.0,208.0,2.37
Methóni,0.0,GR,1603590207.0,81.0,36.82,21.7,13.44,16.67,1015.0,7200.0,10000.0,320.0,5.03
Pucallpa,38.0,PE,1603590032.0,67.0,-8.38,-74.55,26.99,26.99,1007.0,-18000.0,10000.0,14.0,1.12
Vostok,100.0,RU,1603590208.0,99.0,46.49,135.88,-0.32,-0.32,1005.0,36000.0,1452.0,280.0,2.19
Atar,43.0,MR,1603590208.0,24.0,20.52,-13.05,29.78,29.78,1013.0,0.0,10000.0,60.0,4.19
São José da Coroa Grande,16.0,BR,1603590194.0,81.0,-8.9,-35.15,24.7,24.7,1013.0,-10800.0,10000.0,98.0,3.44
Sonoita,100.0,MX,1603590208.0,57.0,31.85,-112.83,21.36,21.36,1008.0,-25200.0,10000.0,194.0,1.45
Qiqihar,0.0,CN,1603590208.0,53.0,47.34,123.97,7.72,7.72,1020.0,28800.0,10000.0,355.0,4.34
Davila,75.0,PH,1603590209.0,94.0,18.47,120.58,26.0,26.0,1010.0,28800.0,8000.0,50.0,2.1
Pitman,75.0,US,1603589971.0,66.0,39.73,-75.13,13.04,13.33,1018.0,-14400.0,10000.0,350.0,5.1
Chicontepec,1.0,MX,1603590209.0,99.0,20.97,-98.17,20.35,20.35,1018.0,-18000.0,10000.0,145.0,0.52
Sørland,50.0,NO,1603590209.0,77.0,67.67,12.69,5.51,5.51,1000.0,3600.0,10000.0,77.0,10.28
Katherine,99.0,AU,1603590209.0,49.0,-14.47,132.27,33.0,33.0,1011.0,34200.0,10000.0,310.0,5.7
Province of Trapani,0.0,IT,1603590210.0,95.0,37.83,12.67,16.69,20.56,1019.0,3600.0,10000.0,287.0,0.45
Grindavik,0.0,IS,1603590210.0,75.0,63.84,-22.43,6.0,6.0,982.0,0.0,10000.0,10.0,13.9
La Cumbre,0.0,AR,1603590210.0,88.0,-30.98,-64.49,21.43,23.33,1008.0,-10800.0,10000.0,350.0,3.1
Lazarev,43.0,RU,1603589959.0,84.0,52.23,141.51,7.04,7.04,998.0,36000.0,10000.0,353.0,7.07
Fort-Shevchenko,0.0,KZ,1603590211.0,92.0,44.51,50.26,15.95,15.95,1017.0,18000.0,10000.0,186.0,4.62
Niquelândia,92.0,BR,1603590211.0,91.0,-14.47,-48.46,20.83,20.83,1012.0,-10800.0,10000.0,68.0,0.74
Coyhaique,0.0,CL,1603590211.0,70.0,-45.58,-72.07,8.0,8.0,1010.0,-10800.0,10000.0,340.0,2.1
Sinnamary,97.0,GF,1603590211.0,79.0,5.38,-52.95,27.27,27.27,1011.0,-10800.0,10000.0,77.0,4.92
Harper,20.0,LR,1603590211.0,88.0,4.38,-7.72,25.09,25.09,1011.0,0.0,10000.0,204.0,2.75
Mweka,100.0,CD,1603590211.0,100.0,-4.85,21.57,20.91,20.91,1008.0,7200.0,10000.0,322.0,0.24
Long Xuyen,20.0,VN,1603590211.0,88.0,10.38,105.42,28.0,28.0,1011.0,25200.0,10000.0,218.0,2.23
Atlantic Beach,20.0,US,1603590212.0,83.0,30.33,-81.4,24.15,24.44,1014.0,-14400.0,10000.0,130.0,3.1
Bogalusa,90.0,US,1603590212.0,82.0,30.79,-89.85,17.23,18.0,1015.0,-18000.0,10000.0,340.0,3.6
Nuuk,100.0,GL,1603590212.0,79.0,64.18,-51.72,-3.0,-3.0,1007.0,-10800.0,10000.0,80.0,4.1
Isangel,75.0,VU,1603590212.0,69.0,-19.55,169.27,28.0,28.0,1013.0,39600.0,10000.0,90.0,3.1
Omboué,100.0,GA,1603590212.0,85.0,-1.57,9.26,24.98,24.98,1010.0,3600.0,10000.0,210.0,3.59
Batemans Bay,100.0,AU,1603590212.0,72.0,-35.72,150.18,13.89,13.89,1015.0,39600.0,10000.0,160.0,1.34
Nānākuli,1.0,US,1603590213.0,70.0,21.39,-158.15,29.0,29.0,1012.0,-36000.0,10000.0,160.0,3.1
Edd,31.0,ER,1603590213.0,41.0,13.93,41.69,28.28,28.28,1008.0,10800.0,10000.0,154.0,3.76
Hofn,54.0,IS,1603590211.0,81.0,64.25,-15.21,6.96,6.96,975.0,0.0,10000.0,24.0,8.49
Falam,62.0,MM,1603590213.0,100.0,22.92,93.68,17.57,17.57,1013.0,23400.0,10000.0,151.0,0.35
Wolf Trap,90.0,US,1603590213.0,62.0,38.94,-77.29,15.03,16.67,1018.0,-14400.0,10000.0,340.0,4.6
Port Lincoln,42.0,AU,1603590046.0,58.0,-34.73,135.87,12.94,12.94,1025.0,37800.0,10000.0,133.0,7.64
Upington,11.0,ZA,1603590214.0,24.0,-28.45,21.26,21.88,21.88,1012.0,7200.0,10000.0,191.0,4.67
La Palma,20.0,US,1603590214.0,68.0,33.85,-118.05,18.93,19.44,1013.0,-25200.0,10000.0,300.0,4.1
Terney,31.0,RU,1603590214.0,55.0,45.05,136.61,8.32,8.32,1003.0,36000.0,10000.0,313.0,5.57
Namatanai,28.0,PG,1603590080.0,67.0,-3.67,152.43,29.55,29.55,1009.0,36000.0,10000.0,33.0,1.88
Cabedelo,40.0,BR,1603590215.0,88.0,-6.98,-34.83,25.0,25.0,1014.0,-10800.0,10000.0,130.0,1.5
Weymouth,93.0,US,1603590215.0,71.0,42.22,-70.94,11.84,13.33,1014.0,-14400.0,10000.0,330.0,8.2
Zaranj,0.0,AF,1603590215.0,43.0,30.97,61.88,10.63,10.63,1019.0,16200.0,10000.0,336.0,6.43
Mandalgovi,59.0,MN,1603590215.0,56.0,45.76,106.27,4.79,4.79,1016.0,28800.0,10000.0,285.0,2.93
Megion,0.0,RU,1603590215.0,85.0,61.03,76.11,-5.0,-5.0,1019.0,18000.0,10000.0,170.0,5.0
Kulhudhuffushi,74.0,MV,1603590215.0,72.0,6.62,73.07,28.16,28.16,1011.0,18000.0,10000.0,271.0,4.88
Opuwo,1.0,NA,1603590216.0,53.0,-18.06,13.84,17.93,17.93,1010.0,7200.0,10000.0,192.0,1.18
Belyy Yar,0.0,RU,1603590216.0,67.0,53.6,91.39,-5.0,-5.0,1033.0,25200.0,10000.0,190.0,5.0
Khorixas,50.0,NA,1603590216.0,50.0,-20.37,14.97,17.08,17.08,1011.0,7200.0,10000.0,147.0,1.08
Barão de Melgaço,0.0,BR,1603590216.0,83.0,-16.19,-55.97,25.0,25.0,1009.0,-14400.0,10000.0,310.0,2.6
West Wendover,75.0,US,1603590216.0,22.0,40.74,-114.07,18.0,18.0,1008.0,-21600.0,10000.0,300.0,5.7
San Jerónimo,99.0,PE,1603590216.0,65.0,-11.95,-75.28,12.3,12.3,1018.0,-18000.0,10000.0,33.0,0.82
Chistogorskiy,79.0,RU,1603590217.0,91.0,53.98,87.38,-3.54,-3.54,1036.0,25200.0,10000.0,211.0,3.4
Aksu,86.0,CN,1603590217.0,44.0,41.12,80.26,8.41,8.41,1025.0,28800.0,10000.0,52.0,0.95
Rørvik,100.0,NO,1603589995.0,65.0,64.86,11.24,5.12,5.12,996.0,3600.0,10000.0,121.0,7.5
Vanavara,93.0,RU,1603590217.0,96.0,60.34,102.28,-3.47,-3.47,1023.0,25200.0,10000.0,234.0,1.56
Argos,100.0,GR,1603590217.0,39.0,37.63,22.73,17.98,17.98,1014.0,7200.0,10000.0,302.0,1.57
Dubbo,90.0,AU,1603590217.0,93.0,-32.25,148.62,13.0,13.0,1012.0,39600.0,10000.0,230.0,4.6
Seymchan,99.0,RU,1603590218.0,91.0,62.88,152.43,0.67,0.67,1016.0,39600.0,10000.0,346.0,2.38
Caçador,99.0,BR,1603590218.0,92.0,-26.78,-51.02,16.21,16.21,1013.0,-10800.0,10000.0,64.0,0.66
Plettenberg Bay,2.0,ZA,1603590218.0,90.0,-34.05,23.37,16.35,16.35,1014.0,7200.0,10000.0,273.0,2.91
Parker,0.0,US,1603590218.0,76.0,32.77,-97.8,11.61,12.78,1013.0,-18000.0,10000.0,152.0,3.46
Manga,95.0,BF,1603590218.0,24.0,11.66,-1.07,25.1,25.1,1009.0,0.0,10000.0,66.0,1.61
Torrington,38.0,US,1603590218.0,81.0,41.8,-73.12,6.93,8.89,1015.0,-14400.0,10000.0,321.0,1.34
Gboko,100.0,NG,1603590219.0,92.0,7.32,9.0,22.49,22.49,1010.0,3600.0,10000.0,176.0,4.2
Plastun,31.0,RU,1603590219.0,52.0,44.76,136.29,9.0,9.0,1004.0,36000.0,10000.0,313.0,4.58
Kriva Palanka,0.0,MK,1603590219.0,93.0,42.2,22.33,9.0,9.0,1016.0,3600.0,10000.0,220.0,0.5
Salinópolis,0.0,BR,1603590219.0,84.0,-0.61,-47.36,26.11,26.11,1010.0,-10800.0,10000.0,61.0,4.6
Dukat,100.0,RU,1603590219.0,93.0,62.55,155.55,0.38,0.38,1014.0,39600.0,10000.0,124.0,0.62
Dicabisagan,100.0,PH,1603589984.0,84.0,17.08,122.42,27.1,27.1,1011.0,28800.0,4009.0,25.0,3.07
Rancho Palos Verdes,75.0,US,1603590220.0,77.0,33.74,-118.39,18.0,18.89,1013.0,-25200.0,10000.0,260.0,3.1
Uyuni,0.0,BO,1603590220.0,41.0,-20.46,-66.83,11.23,11.23,1017.0,-14400.0,10000.0,325.0,5.87
Manavālakurichi,20.0,IN,1603590221.0,83.0,8.13,77.3,26.0,26.0,1010.0,19800.0,4000.0,0.0,0.5
Kutum,56.0,SD,1603590221.0,26.0,14.2,24.67,20.49,20.49,1012.0,7200.0,10000.0,17.0,5.73
Kurumkan,100.0,RU,1603590221.0,71.0,54.3,110.3,2.74,2.74,1017.0,28800.0,10000.0,34.0,1.15
Mahajanga,40.0,MG,1603590221.0,69.0,-15.72,46.32,24.0,24.0,1013.0,10800.0,10000.0,130.0,3.6
Jalu,0.0,LY,1603590221.0,80.0,29.03,21.55,16.4,16.4,1018.0,7200.0,10000.0,344.0,2.7
Nioro,0.0,GM,1603590222.0,90.0,13.35,-15.75,25.48,25.48,1010.0,0.0,10000.0,285.0,2.49
Key West,20.0,US,1603590222.0,78.0,24.56,-81.78,27.96,29.0,1011.0,-14400.0,10000.0,120.0,5.1
Norrtälje,68.0,SE,1603590222.0,26.0,59.76,18.7,5.72,7.22,1006.0,3600.0,10000.0,173.0,1.62
Tutóia,100.0,BR,1603590222.0,80.0,-2.76,-42.27,27.2,27.2,1010.0,-10800.0,10000.0,70.0,5.96
Fairbanks,40.0,US,1603590161.0,79.0,64.84,-147.72,-3.73,-2.22,1021.0,-28800.0,10000.0,31.0,0.85
Trofors,100.0,NO,1603590223.0,52.0,65.53,13.41,5.0,5.0,997.0,3600.0,10000.0,80.0,6.7
Bjørnevatn,99.0,NO,1603590223.0,96.0,69.67,29.98,2.0,2.0,1002.0,3600.0,10000.0,70.0,9.8
São Filipe,100.0,CV,1603590143.0,71.0,14.9,-24.5,27.44,27.44,1014.0,-3600.0,10000.0,73.0,2.84
Sousse,20.0,TN,1603590223.0,68.0,35.83,10.64,20.55,21.0,1022.0,3600.0,10000.0,330.0,5.1
Naryan-Mar,52.0,RU,1603590223.0,94.0,67.67,53.09,-9.1,-9.1,1004.0,10800.0,10000.0,81.0,5.75
Wattegama,20.0,LK,1603590223.0,94.0,6.8,81.48,25.0,25.0,1010.0,19800.0,10000.0,290.0,1.5
La Ronge,90.0,CA,1603590223.0,58.0,55.1,-105.28,-4.0,-4.0,1029.0,-21600.0,10000.0,280.0,4.1
Ust-Maya,48.0,RU,1603590224.0,94.0,60.42,134.53,-7.1,-7.1,1027.0,32400.0,10000.0,317.0,1.88
Icatu,40.0,BR,1603590224.0,83.0,-2.78,-44.07,27.0,27.0,1011.0,-10800.0,10000.0,40.0,5.1
Batagay,3.0,RU,1603590224.0,89.0,67.63,134.63,-10.09,-10.09,1023.0,36000.0,10000.0,144.0,2.26
La Macarena,4.0,CO,1603590224.0,88.0,2.18,-73.78,23.51,23.51,1011.0,-18000.0,10000.0,25.0,1.41
Gijón,0.0,ES,1603590224.0,72.0,43.54,-5.66,17.16,17.78,1007.0,3600.0,10000.0,330.0,3.1
Teluknaga,20.0,ID,1603590224.0,78.0,-6.1,106.64,29.42,32.22,1013.0,25200.0,6000.0,280.0,2.1
Mangan,23.0,IN,1603590225.0,26.0,27.52,88.53,25.27,25.27,1018.0,19800.0,10000.0,23.0,0.36
Tiarei,75.0,PF,1603590225.0,69.0,-17.53,-149.33,27.3,28.0,1009.0,-36000.0,10000.0,340.0,5.7
Norfolk,63.0,US,1603590225.0,71.0,42.17,-71.25,11.09,12.22,1014.0,-14400.0,10000.0,330.0,8.2
Bay Roberts,100.0,CA,1603590225.0,97.0,47.6,-53.26,9.82,10.0,1008.0,-9000.0,7228.0,123.0,6.71
Dehlorān,0.0,IR,1603590225.0,32.0,32.69,47.27,19.68,19.68,1014.0,12600.0,10000.0,59.0,1.15
Thinadhoo,73.0,MV,1603590225.0,73.0,0.53,72.93,28.57,28.57,1011.0,18000.0,10000.0,297.0,5.05
Tautira,75.0,PF,1603590226.0,69.0,-17.73,-149.15,27.3,28.0,1009.0,-36000.0,10000.0,340.0,5.7
Fare,86.0,PF,1603590226.0,76.0,-16.7,-151.02,26.66,26.66,1010.0,-36000.0,8380.0,349.0,4.98
Kawanoechō,20.0,JP,1603590226.0,59.0,34.02,133.57,16.64,18.0,1018.0,32400.0,10000.0,290.0,4.1
Ushumun,0.0,RU,1603590226.0,82.0,52.78,126.53,1.63,1.63,1020.0,32400.0,10000.0,317.0,3.1
Íos,0.0,GR,1603590227.0,63.0,36.73,25.28,18.0,18.89,1014.0,7200.0,10000.0,70.0,2.6
Qinhuangdao,89.0,CN,1603590227.0,30.0,39.93,119.59,16.94,16.94,1019.0,28800.0,10000.0,254.0,5.8
Haselünne,99.0,DE,1603590227.0,72.0,52.67,7.48,14.65,15.0,1002.0,3600.0,10000.0,200.0,5.7
Makakilo City,1.0,US,1603590227.0,70.0,21.35,-158.09,29.0,29.0,1012.0,-36000.0,10000.0,160.0,3.1
Hargeisa,0.0,SO,1603590227.0,66.0,9.56,44.06,16.22,16.22,1013.0,10800.0,10000.0,35.0,1.52
Oodweyne,2.0,SO,1603589930.0,25.0,9.41,45.06,19.93,19.93,1013.0,10800.0,10000.0,55.0,1.92
